"""KEY"""KEY:0TXTSH;"""SOCIEDAD"""0COMP_CODE:0COMP_CODE;"""CLASE DOCUMENTO VENTA"""0DOC_TYPE:0DOC_TYPE;"""CENTRO"""0PLANT:0PLANT;"""ORGANIZACION DE VENTA"""0SALES_ORG:0SALESORG;"""SOLICITANTE"""0SOLD_TO:0SOLD_TO;"""NOMBRE SOLICITANTE"""1TXTMD:0TXTMD;"""RUT SOLICITANTE"""RUT_SOLD_TO:0TAX_NUMB;"""DESTINATARIO DE MERCANCIA"""0SHIP_TO:0SHIP_TO;"""RUT DESTINATARIO DE MERCANCIA"""RUT_0SHIP_TO:0TAX_NUMB;"""DOCUMENTO VENTA"""0DOC_NUMBER:0DOC_NUMBER;"""POSICION DOC. VENTA"""0S_ORD_ITEM:0S_ORD_ITEM;"""FECHA DOCUMENTO PEDIDO"""0CALDAY:0CALDAY;"""MATERIAL"""0MATERIAL:0MATERIAL;"""DESCRIPCION MATERIAL"""DESCRIPTION:0TXTLG;"""ESPECIE MATERIAL"""ZMAT_SPEC:ZMAT_SPEC;"""ENTREGA"""0DELIV_NUMB:0DELIV_NUMB;"""FACTURA"""0BILL_NUM:0BILL_NUM;"""CENTRO DE BENEFICIO"""0PROFIT_CTR:0PROFIT_CTR;"""PEDIDO CLIENTE"""0PO_NUMBER:0PO_NUMBER;"""CLIENTE FACTURA"""CLIENTE_FACTURA:/BIC/OF_CHAR_000010_00;"""CANTIDAD PEDIDO"""CANTIDAD_PEDIDO:0QUANT_B;"""CANTIDAD ENTREGA"""CANTIDAD_ENTREGA:4ZV_SD11-0QUANT_B_0;"""CANTIDAD FACTURA"""CANTIDAD_FACTURA:4ZV_SD11-0QUANT_B_1;"""VALOR PEDIDO MD"""VALOR_PEDIDO_MD:0NET_VALUE;"""VALOR PEDIDO ME"""VALOR_PEDIDO_ME:0NET_VAL_S;"""VALOR NETRO FACTURA ME"""VALOR_NETRO_FACTURA_ME:4ZV_SD11-0NET_VAL_S_0;"""VALOR NETO FACTURA MD"""VALOR_NETO_FACTURA_MD:4ZV_SD11-0NETVAL_INV;"""PESO BRUTO PEDIDO"""PESO_BRUTO_PEDIDO:0GR_WT_KG;"""PESO NETO PEDIDO"""PESO_NETO_PEDIDO:0NT_WT_KG;"""PESO BRUTO ENTREGA"""PESO_BRUTO_ENTREGA:4ZV_SD11-0GR_WT_KG_0;"""PESO NETO ENTREGA"""PESO_NETO_ENTREGA:4ZV_SD11-0NT_WT_KG_0;"""PRECIO MD"""PRECIO_MD:0COST;"""PRECIO ME"""PRECIO_ME:0COST_VAL_S;"""TIPO DE CAMBIO"""TIPO_DE_CAMBIO:0EXCHG_RATE;"""DESTINATARIO DE FACTURA"""0BILLTOPRTY:0BILLTOPRTY;"""CANAL DE DISTRIBUCIÓN"""0DISTR_CHAN:0DISTR_CHAN;"""NOMBRE DEST. MERCANCIA """0SHIP_TO_NAME:0TXTMD;"""NOMBRE DEST. FACTURA"""0BILLTOPRTY_NAME:0TXTMD;"""VALOR UNITARIO"""VALOR_UNITARIO:FLOAT
0300024771000020;VS05;S101;HS51;VS05;15597831-7;NELSON ALIRO MARTINEZ TORRES;15597831-7;15597831-7;15597831-7;0300024771;000020;20230902;MA_COM_HUERTO_HSJF;MANDARINA COMERCIAL  HSJF;MANDARINA;0500028168;0700021052;ALMAMU2017;4901401881;15597831-7;2855.000 ;2.8550000000000000E+03;2.8550000000000000E+03;191285.00 ;224.02 ;2.2402000000000001E+02;1.9128500000000000E+05;2855.000 ;2855.000 ;2.8550000000000000E+03;2.8550000000000000E+03;0.00 ;0.00 ;-8.5389999999999998E+02;15597831-7;01;NELSON ALIRO MARTINEZ TORRES;NELSON ALIRO MARTINEZ TORRES;6.7000000000000000E+01
0300024771000010;VS05;S101;HS51;VS05;15597831-7;NELSON ALIRO MARTINEZ TORRES;15597831-7;15597831-7;15597831-7;0300024771;000010;20230902;MA_COM_HUERTO_HSJF;MANDARINA COMERCIAL  HSJF;MANDARINA;0500028168;0700021052;ALMAMU2017;4901401881;15597831-7;2765.000 ;2.7650000000000000E+03;2.7650000000000000E+03;185255.00 ;216.96 ;2.1696000000000001E+02;1.8525500000000000E+05;2765.000 ;2765.000 ;2.7650000000000000E+03;2.7650000000000000E+03;0.00 ;0.00 ;-8.5389999999999998E+02;15597831-7;01;NELSON ALIRO MARTINEZ TORRES;NELSON ALIRO MARTINEZ TORRES;6.7000000000000000E+01
0300024766000010;VS05;S101;HS51;VS05;77190539-0;SERVICIOS AGRICOLA MARIO DIAZ POBLE;77190539-0;77190539-0;77190539-0;0300024766;000010;20230901;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500028160;0700021051;ALPLHSSU19;4901401316;77190539-0;48.000 ;4.8000000000000000E+01;4.8000000000000000E+01;24000.00 ;28.11 ;2.8109999999999999E+01;2.4000000000000000E+04;48.000 ;48.000 ;4.8000000000000000E+01;4.8000000000000000E+01;0.00 ;0.00 ;-8.5389999999999998E+02;77190539-0;01;SERVICIOS AGRICOLA MARIO DIAZ POBLE;SERVICIOS AGRICOLA MARIO DIAZ POBLE;5.0000000000000000E+02
0300024762000010;VS05;S101;HS51;VS05;15111714-7;SERGIO ANTONIO CIFRAS LOPEZ;15111714-7;15111714-7;15111714-7;0300024762;000010;20230901;LI_COM_HUERTO_HSJF;LIMON COMERCIAL HSJF;LIMON;0500028157;0700021050;ALLIEU2020;4901401158;15111714-7;5118.000 ;5.1180000000000000E+03;5.1180000000000000E+03;921240.00 ;1078.91 ;1.0789100000000001E+03;9.2124000000000000E+05;5118.000 ;5118.000 ;5.1180000000000000E+03;5.1180000000000000E+03;0.00 ;0.00 ;-8.5389999999999998E+02;15111714-7;01;SERGIO ANTONIO CIFRAS LOPEZ;SERGIO ANTONIO CIFRAS LOPEZ;1.8000000000000000E+02
0300024761000020;VS05;S101;HS51;VS05;78524410-9;FRUCHAC SPA;78524410-9;78524410-9;78524410-9;0300024761;000020;20230901;LI_GRANEL_HSJF;LIMON GRANEL HSJF;LIMON;0500028155;0700021349;ALLIEU2020;4901401115;78524410-9;5445.000 ;5.4450000000000000E+03;5.4450000000000000E+03;980100.00 ;1147.85 ;1.1478499999999999E+03;9.8010000000000000E+05;5445.000 ;5445.000 ;5.4450000000000000E+03;5.4450000000000000E+03;0.00 ;0.00 ;-8.5389999999999998E+02;78524410-9;01;FRUCHAC SPA;FRUCHAC SPA;1.8000000000000000E+02
0300024761000010;VS05;S101;HS51;VS05;78524410-9;FRUCHAC SPA;78524410-9;78524410-9;78524410-9;0300024761;000010;20230901;LI_GRANEL_HSJF;LIMON GRANEL HSJF;LIMON;0500028155;0700021349;ALLIEU2020;4901401115;78524410-9;19625.000 ;1.9625000000000000E+04;1.9625000000000000E+04;3532500.00 ;4137.10 ;4.1371000000000004E+03;3.5325000000000000E+06;19625.000 ;19625.000 ;1.9625000000000000E+04;1.9625000000000000E+04;0.00 ;0.00 ;-8.5389999999999998E+02;78524410-9;01;FRUCHAC SPA;FRUCHAC SPA;1.8000000000000000E+02
0300024747000010;VS05;S101;HS51;VS05;16475999-7;Wladimir Ignacio Kon-ting Cisternas;16475999-7;16475999-7;16475999-7;0300024747;000010;20230901;MA_COM_HUERTO_HSJF;MANDARINA COMERCIAL  HSJF;MANDARINA;0500028154;0700021049;ALMAMU2012;16475999-7;16475999-7;182.000 ;1.8200000000000000E+02;1.8200000000000000E+02;18200.00 ;21.31 ;2.1309999999999999E+01;1.8200000000000000E+04;182.000 ;182.000 ;1.8200000000000000E+02;1.8200000000000000E+02;0.00 ;0.00 ;-8.5389999999999998E+02;16475999-7;01;Wladimir Ignacio Kon-ting Cisternas;Wladimir Ignacio Kon-ting Cisternas;1.0000000000000000E+02
0300024745000080;VS05;S101;HS51;VS05;77108696-9;MARTINEZ Y MARTINEZ SPA;77108696-9;77108696-9;77108696-9;0300024745;000080;20230901;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500028153;0700021048;ALPLHSIS19;4901400961;77108696-9;466.000 ;4.6600000000000000E+02;4.6600000000000000E+02;233000.00 ;272.88 ;2.7288000000000000E+02;2.3300000000000000E+05;466.000 ;466.000 ;4.6600000000000000E+02;4.6600000000000000E+02;0.00 ;0.00 ;-8.5389999999999998E+02;77108696-9;01;MARTINEZ Y MARTINEZ SPA;MARTINEZ Y MARTINEZ SPA;5.0000000000000000E+02
0300024745000070;VS05;S101;HS51;VS05;77108696-9;MARTINEZ Y MARTINEZ SPA;77108696-9;77108696-9;77108696-9;0300024745;000070;20230901;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500028153;0700021048;ALPLHSIS19;4901400961;77108696-9;523.000 ;5.2300000000000000E+02;5.2300000000000000E+02;261500.00 ;306.26 ;3.0625999999999999E+02;2.6150000000000000E+05;523.000 ;523.000 ;5.2300000000000000E+02;5.2300000000000000E+02;0.00 ;0.00 ;-8.5389999999999998E+02;77108696-9;01;MARTINEZ Y MARTINEZ SPA;MARTINEZ Y MARTINEZ SPA;5.0000000000000000E+02
0300024745000060;VS05;S101;HS51;VS05;77108696-9;MARTINEZ Y MARTINEZ SPA;77108696-9;77108696-9;77108696-9;0300024745;000060;20230901;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500028153;0700021048;ALPLHSIS19;4901400961;77108696-9;512.000 ;5.1200000000000000E+02;5.1200000000000000E+02;256000.00 ;299.81 ;2.9981000000000000E+02;2.5600000000000000E+05;512.000 ;512.000 ;5.1200000000000000E+02;5.1200000000000000E+02;0.00 ;0.00 ;-8.5389999999999998E+02;77108696-9;01;MARTINEZ Y MARTINEZ SPA;MARTINEZ Y MARTINEZ SPA;5.0000000000000000E+02
0300024745000050;VS05;S101;HS51;VS05;77108696-9;MARTINEZ Y MARTINEZ SPA;77108696-9;77108696-9;77108696-9;0300024745;000050;20230901;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500028153;0700021048;ALPLHSIS19;4901400961;77108696-9;465.000 ;4.6500000000000000E+02;4.6500000000000000E+02;232500.00 ;272.29 ;2.7229000000000002E+02;2.3250000000000000E+05;465.000 ;465.000 ;4.6500000000000000E+02;4.6500000000000000E+02;0.00 ;0.00 ;-8.5389999999999998E+02;77108696-9;01;MARTINEZ Y MARTINEZ SPA;MARTINEZ Y MARTINEZ SPA;5.0000000000000000E+02
0300024745000040;VS05;S101;HS51;VS05;77108696-9;MARTINEZ Y MARTINEZ SPA;77108696-9;77108696-9;77108696-9;0300024745;000040;20230901;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500028153;0700021048;ALPLHSIS19;4901400961;77108696-9;936.000 ;9.3600000000000000E+02;9.3600000000000000E+02;468000.00 ;548.10 ;5.4810000000000002E+02;4.6800000000000000E+05;936.000 ;936.000 ;9.3600000000000000E+02;9.3600000000000000E+02;0.00 ;0.00 ;-8.5389999999999998E+02;77108696-9;01;MARTINEZ Y MARTINEZ SPA;MARTINEZ Y MARTINEZ SPA;5.0000000000000000E+02
0300024745000030;VS05;S101;HS51;VS05;77108696-9;MARTINEZ Y MARTINEZ SPA;77108696-9;77108696-9;77108696-9;0300024745;000030;20230901;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500028153;0700021048;ALPLHSIS19;4901400961;77108696-9;946.000 ;9.4600000000000000E+02;9.4600000000000000E+02;473000.00 ;553.95 ;5.5395000000000005E+02;4.7300000000000000E+05;946.000 ;946.000 ;9.4600000000000000E+02;9.4600000000000000E+02;0.00 ;0.00 ;-8.5389999999999998E+02;77108696-9;01;MARTINEZ Y MARTINEZ SPA;MARTINEZ Y MARTINEZ SPA;5.0000000000000000E+02
0300024745000020;VS05;S101;HS51;VS05;77108696-9;MARTINEZ Y MARTINEZ SPA;77108696-9;77108696-9;77108696-9;0300024745;000020;20230901;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500028153;0700021048;ALPLHSIS19;4901400961;77108696-9;2407.000 ;2.4070000000000000E+03;2.4070000000000000E+03;1203500.00 ;1409.48 ;1.4094800000000000E+03;1.2035000000000000E+06;2407.000 ;2407.000 ;2.4070000000000000E+03;2.4070000000000000E+03;0.00 ;0.00 ;-8.5389999999999998E+02;77108696-9;01;MARTINEZ Y MARTINEZ SPA;MARTINEZ Y MARTINEZ SPA;5.0000000000000000E+02
0300024745000010;VS05;S101;HS51;VS05;77108696-9;MARTINEZ Y MARTINEZ SPA;77108696-9;77108696-9;77108696-9;0300024745;000010;20230901;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500028153;0700021048;ALPLHSIS19;4901400961;77108696-9;1340.000 ;1.3400000000000000E+03;1.3400000000000000E+03;670000.00 ;784.67 ;7.8466999999999996E+02;6.7000000000000000E+05;1340.000 ;1340.000 ;1.3400000000000000E+03;1.3400000000000000E+03;0.00 ;0.00 ;-8.5389999999999998E+02;77108696-9;01;MARTINEZ Y MARTINEZ SPA;MARTINEZ Y MARTINEZ SPA;5.0000000000000000E+02
0300024735000020;VS05;S101;HS51;VS05;77108696-9;MARTINEZ Y MARTINEZ SPA;77108696-9;77108696-9;77108696-9;0300024735;000020;20230901;LI_COM_HUERTO_HSJF;LIMON COMERCIAL HSJF;LIMON;0500028146;0700021047;ALLIME2020;4901400024;77108696-9;1973.000 ;1.9730000000000000E+03;1.9730000000000000E+03;335410.00 ;392.82 ;3.9281999999999999E+02;3.3541000000000000E+05;1973.000 ;1973.000 ;1.9730000000000000E+03;1.9730000000000000E+03;0.00 ;0.00 ;-8.5389999999999998E+02;77108696-9;01;MARTINEZ Y MARTINEZ SPA;MARTINEZ Y MARTINEZ SPA;1.7000000000000000E+02
0300024735000010;VS05;S101;HS51;VS05;77108696-9;MARTINEZ Y MARTINEZ SPA;77108696-9;77108696-9;77108696-9;0300024735;000010;20230901;LI_COM_HUERTO_HSJF;LIMON COMERCIAL HSJF;LIMON;0500028146;0700021047;ALLIME2020;4901400024;77108696-9;10072.000 ;1.0072000000000000E+04;1.0072000000000000E+04;1712240.00 ;2005.29 ;2.0052900000000000E+03;1.7122400000000000E+06;10072.000 ;10072.000 ;1.0072000000000000E+04;1.0072000000000000E+04;0.00 ;0.00 ;-8.5389999999999998E+02;77108696-9;01;MARTINEZ Y MARTINEZ SPA;MARTINEZ Y MARTINEZ SPA;1.7000000000000000E+02
0300024733000010;VN01;S101;HN17;VN01;77319242-1;HML SOLUCIONES AGRICOLA SPA;77319242-1;77319242-1;77319242-1;0300024733;000010;20230901;MA_COM_HUERTO_HSJF;MANDARINA COMERCIAL  HSJF;MANDARINA;0500028144;0700021072;SIMAMU009V;4901399994;77319242-1;7495.000 ;7.4950000000000000E+03;7.4950000000000000E+03;974350.00 ;1141.11 ;1.1411099999999999E+03;9.7435000000000000E+05;7495.000 ;7495.000 ;7.4950000000000000E+03;7.4950000000000000E+03;0.00 ;0.00 ;-8.5389999999999998E+02;77319242-1;01;HML SOLUCIONES AGRICOLA SPA;HML SOLUCIONES AGRICOLA SPA;1.3000000000000000E+02
0300024730000020;VS05;S101;HS51;VS05;13771900-2;Jose Luis Maulen Acuña;13771900-2;13771900-2;13771900-2;0300024730;000020;20230901;LI_COM_HUERTO_HSJF;LIMON COMERCIAL HSJF;LIMON;0500028141;0700021046;ALLIEU2020;4901399574;13771900-2;10276.000 ;1.0276000000000000E+04;1.0276000000000000E+04;1849680.00 ;2166.26 ;2.1662600000000002E+03;1.8496800000000000E+06;10276.000 ;10276.000 ;1.0276000000000000E+04;1.0276000000000000E+04;0.00 ;0.00 ;-8.5389999999999998E+02;13771900-2;01;Jose Luis Maulen Acuña;Jose Luis Maulen Acuña;1.8000000000000000E+02
0300024730000010;VS05;S101;HS51;VS05;13771900-2;Jose Luis Maulen Acuña;13771900-2;13771900-2;13771900-2;0300024730;000010;20230901;LI_COM_HUERTO_HSJF;LIMON COMERCIAL HSJF;LIMON;0500028141;0700021046;ALLIEU2020;4901399574;13771900-2;4558.000 ;4.5580000000000000E+03;4.5580000000000000E+03;820440.00 ;960.86 ;9.6086000000000001E+02;8.2044000000000000E+05;4558.000 ;4558.000 ;4.5580000000000000E+03;4.5580000000000000E+03;0.00 ;0.00 ;-8.5389999999999998E+02;13771900-2;01;Jose Luis Maulen Acuña;Jose Luis Maulen Acuña;1.8000000000000000E+02
0300024706000070;VN05;S101;HN51;VN05;77421179-9;EL BODEGON DE LA PALTA SPA;77421179-9;77421179-9;77421179-9;0300024706;000070;20230831;MA_COM_HUERTO_HSJF;MANDARINA COMERCIAL  HSJF;MANDARINA;0500028119;0700020995;CHMAMU2010;4901398381;77421179-9;1757.500 ;1.7575000000000000E+03;1.7575000000000000E+03;175750.00 ;205.74 ;2.0574000000000001E+02;1.7575000000000000E+05;1757.500 ;1757.500 ;1.7575000000000000E+03;1.7575000000000000E+03;0.00 ;0.00 ;-8.5420000000000005E+02;77421179-9;01;EL BODEGON DE LA PALTA SPA;EL BODEGON DE LA PALTA SPA;1.0000000000000000E+02
0300024706000060;VN05;S101;HN51;VN05;77421179-9;EL BODEGON DE LA PALTA SPA;77421179-9;77421179-9;77421179-9;0300024706;000060;20230831;MA_COM_HUERTO_HSJF;MANDARINA COMERCIAL  HSJF;MANDARINA;0500028119;0700020995;CHMAMU2010;4901398381;77421179-9;2947.000 ;2.9470000000000000E+03;2.9470000000000000E+03;294700.00 ;344.99 ;3.4499000000000001E+02;2.9470000000000000E+05;2947.000 ;2947.000 ;2.9470000000000000E+03;2.9470000000000000E+03;0.00 ;0.00 ;-8.5420000000000005E+02;77421179-9;01;EL BODEGON DE LA PALTA SPA;EL BODEGON DE LA PALTA SPA;1.0000000000000000E+02
0300024706000050;VN05;S101;HN51;VN05;77421179-9;EL BODEGON DE LA PALTA SPA;77421179-9;77421179-9;77421179-9;0300024706;000050;20230831;MA_COM_HUERTO_HSJF;MANDARINA COMERCIAL  HSJF;MANDARINA;0500028119;0700020995;CHMAMU2010;4901398381;77421179-9;1853.500 ;1.8535000000000000E+03;1.8535000000000000E+03;185350.00 ;216.98 ;2.1697999999999999E+02;1.8535000000000000E+05;1853.500 ;1853.500 ;1.8535000000000000E+03;1.8535000000000000E+03;0.00 ;0.00 ;-8.5420000000000005E+02;77421179-9;01;EL BODEGON DE LA PALTA SPA;EL BODEGON DE LA PALTA SPA;1.0000000000000000E+02
0300024706000040;VN05;S101;HN51;VN05;77421179-9;EL BODEGON DE LA PALTA SPA;77421179-9;77421179-9;77421179-9;0300024706;000040;20230831;MA_COM_HUERTO_HSJF;MANDARINA COMERCIAL  HSJF;MANDARINA;0500028119;0700020995;CHMAMU2010;4901398381;77421179-9;2751.500 ;2.7515000000000000E+03;2.7515000000000000E+03;275150.00 ;322.11 ;3.2211000000000001E+02;2.7515000000000000E+05;2751.500 ;2751.500 ;2.7515000000000000E+03;2.7515000000000000E+03;0.00 ;0.00 ;-8.5420000000000005E+02;77421179-9;01;EL BODEGON DE LA PALTA SPA;EL BODEGON DE LA PALTA SPA;1.0000000000000000E+02
0300024706000030;VN05;S101;HN51;VN05;77421179-9;EL BODEGON DE LA PALTA SPA;77421179-9;77421179-9;77421179-9;0300024706;000030;20230831;MA_COM_HUERTO_HSJF;MANDARINA COMERCIAL  HSJF;MANDARINA;0500028119;0700020995;CHMAMU2005;4901398381;77421179-9;1817.000 ;1.8170000000000000E+03;1.8170000000000000E+03;181700.00 ;212.71 ;2.1271000000000001E+02;1.8170000000000000E+05;1817.000 ;1817.000 ;1.8170000000000000E+03;1.8170000000000000E+03;0.00 ;0.00 ;-8.5420000000000005E+02;77421179-9;01;EL BODEGON DE LA PALTA SPA;EL BODEGON DE LA PALTA SPA;1.0000000000000000E+02
0300024706000020;VN05;S101;HN51;VN05;77421179-9;EL BODEGON DE LA PALTA SPA;77421179-9;77421179-9;77421179-9;0300024706;000020;20230831;MA_COM_HUERTO_HSJF;MANDARINA COMERCIAL  HSJF;MANDARINA;0500028119;0700020995;CHMAMU2005;4901398381;77421179-9;938.500 ;9.3850000000000000E+02;9.3850000000000000E+02;93850.00 ;109.87 ;1.0987000000000000E+02;9.3850000000000000E+04;938.500 ;938.500 ;9.3850000000000000E+02;9.3850000000000000E+02;0.00 ;0.00 ;-8.5420000000000005E+02;77421179-9;01;EL BODEGON DE LA PALTA SPA;EL BODEGON DE LA PALTA SPA;1.0000000000000000E+02
0300024706000010;VN05;S101;HN51;VN05;77421179-9;EL BODEGON DE LA PALTA SPA;77421179-9;77421179-9;77421179-9;0300024706;000010;20230831;MA_COM_HUERTO_HSJF;MANDARINA COMERCIAL  HSJF;MANDARINA;0500028119;0700020995;CHMAMU2005;4901398381;77421179-9;5221.000 ;5.2210000000000000E+03;5.2210000000000000E+03;522100.00 ;611.20 ;6.1120000000000005E+02;5.2210000000000000E+05;5221.000 ;5221.000 ;5.2210000000000000E+03;5.2210000000000000E+03;0.00 ;0.00 ;-8.5420000000000005E+02;77421179-9;01;EL BODEGON DE LA PALTA SPA;EL BODEGON DE LA PALTA SPA;1.0000000000000000E+02
0300024705000010;VS05;S101;HS51;VS05;77190539-0;SERVICIOS AGRICOLA MARIO DIAZ POBLE;77190539-0;77190539-0;77190539-0;0300024705;000010;20230831;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500028115;0700020990;ALPLHSSU19;4901398270;77190539-0;451.000 ;4.5100000000000000E+02;4.5100000000000000E+02;225500.00 ;263.98 ;2.6398000000000002E+02;2.2550000000000000E+05;451.000 ;451.000 ;4.5100000000000000E+02;4.5100000000000000E+02;0.00 ;0.00 ;-8.5420000000000005E+02;77190539-0;01;SERVICIOS AGRICOLA MARIO DIAZ POBLE;SERVICIOS AGRICOLA MARIO DIAZ POBLE;5.0000000000000000E+02
0300024704000010;VS05;S101;HS51;VS05;76740272-4;AGRICOLA EL ESFUERZO 2 PATRICIO ANT;76740272-4;76740272-4;76740272-4;0300024704;000010;20230831;LI_COM_HUERTO_HSJF;LIMON COMERCIAL HSJF;LIMON;0500028113;0700020988;ALLIEU2020;4901398055;76740272-4;7321.000 ;7.3210000000000000E+03;7.3210000000000000E+03;1317780.00 ;1542.67 ;1.5426700000000001E+03;1.3177800000000000E+06;7321.000 ;7321.000 ;7.3210000000000000E+03;7.3210000000000000E+03;0.00 ;0.00 ;-8.5420000000000005E+02;76740272-4;01;AGRICOLA EL ESFUERZO 2 PATRICIO ANT;AGRICOLA EL ESFUERZO 2 PATRICIO ANT;1.8000000000000000E+02
0300024697000010;VS05;S101;HS51;VS05;77807353-6;FRUTOS DE LA COSTA SPA;77807353-6;77807353-6;77807353-6;0300024697;000010;20230831;LI_COM_HUERTO_HSJF;LIMON COMERCIAL HSJF;LIMON;0500028105;0700020987;ALLIEU2020;4901397548;77807353-6;5684.000 ;5.6840000000000000E+03;5.6840000000000000E+03;1023120.00 ;1197.72 ;1.1977200000000000E+03;1.0231200000000000E+06;5684.000 ;5684.000 ;5.6840000000000000E+03;5.6840000000000000E+03;0.00 ;0.00 ;-8.5420000000000005E+02;77807353-6;01;FRUTOS DE LA COSTA SPA;FRUTOS DE LA COSTA SPA;1.8000000000000000E+02
0300024693000040;VS05;S101;HS51;VS05;77108696-9;MARTINEZ Y MARTINEZ SPA;77108696-9;77108696-9;77108696-9;0300024693;000040;20230830;LI_COM_HUERTO_HSJF;LIMON COMERCIAL HSJF;LIMON;0500028093;0700020979;ALLIME2020;4901396563;77108696-9;875.000 ;8.7500000000000000E+02;8.7500000000000000E+02;148750.00 ;173.45 ;1.7344999999999999E+02;1.4875000000000000E+05;875.000 ;875.000 ;8.7500000000000000E+02;8.7500000000000000E+02;0.00 ;0.00 ;-8.5760000000000002E+02;77108696-9;01;MARTINEZ Y MARTINEZ SPA;MARTINEZ Y MARTINEZ SPA;1.7000000000000000E+02
0300024693000030;VS05;S101;HS51;VS05;77108696-9;MARTINEZ Y MARTINEZ SPA;77108696-9;77108696-9;77108696-9;0300024693;000030;20230830;LI_COM_HUERTO_HSJF;LIMON COMERCIAL HSJF;LIMON;0500028093;0700020979;ALLIME2020;4901396563;77108696-9;6203.000 ;6.2030000000000000E+03;6.2030000000000000E+03;1054510.00 ;1229.62 ;1.2296199999999999E+03;1.0545100000000000E+06;6203.000 ;6203.000 ;6.2030000000000000E+03;6.2030000000000000E+03;0.00 ;0.00 ;-8.5760000000000002E+02;77108696-9;01;MARTINEZ Y MARTINEZ SPA;MARTINEZ Y MARTINEZ SPA;1.7000000000000000E+02
0300024693000020;VS05;S101;HS51;VS05;77108696-9;MARTINEZ Y MARTINEZ SPA;77108696-9;77108696-9;77108696-9;0300024693;000020;20230830;LI_COM_HUERTO_HSJF;LIMON COMERCIAL HSJF;LIMON;0500028093;0700020979;ALLIME2020;4901396563;77108696-9;2823.000 ;2.8230000000000000E+03;2.8230000000000000E+03;479910.00 ;559.60 ;5.5960000000000002E+02;4.7991000000000000E+05;2823.000 ;2823.000 ;2.8230000000000000E+03;2.8230000000000000E+03;0.00 ;0.00 ;-8.5760000000000002E+02;77108696-9;01;MARTINEZ Y MARTINEZ SPA;MARTINEZ Y MARTINEZ SPA;1.7000000000000000E+02
0300024693000010;VS05;S101;HS51;VS05;77108696-9;MARTINEZ Y MARTINEZ SPA;77108696-9;77108696-9;77108696-9;0300024693;000010;20230830;LI_COM_HUERTO_HSJF;LIMON COMERCIAL HSJF;LIMON;0500028093;0700020979;ALLIME2020;4901396563;77108696-9;301.000 ;3.0100000000000000E+02;3.0100000000000000E+02;51170.00 ;59.67 ;5.9670000000000002E+01;5.1170000000000000E+04;301.000 ;301.000 ;3.0100000000000000E+02;3.0100000000000000E+02;0.00 ;0.00 ;-8.5760000000000002E+02;77108696-9;01;MARTINEZ Y MARTINEZ SPA;MARTINEZ Y MARTINEZ SPA;1.7000000000000000E+02
0300024692000010;VS05;S101;HS51;VS05;77190539-0;SERVICIOS AGRICOLA MARIO DIAZ POBLE;77190539-0;77190539-0;77190539-0;0300024692;000010;20230830;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500028092;0700020978;ALPLHSSU19;4901396484;77190539-0;25.000 ;2.5000000000000000E+01;2.5000000000000000E+01;12500.00 ;14.58 ;1.4580000000000000E+01;1.2500000000000000E+04;25.000 ;25.000 ;2.5000000000000000E+01;2.5000000000000000E+01;0.00 ;0.00 ;-8.5760000000000002E+02;77190539-0;01;SERVICIOS AGRICOLA MARIO DIAZ POBLE;SERVICIOS AGRICOLA MARIO DIAZ POBLE;5.0000000000000000E+02
0300024685000020;VN05;S101;HN51;VN05;77672541-2;SOCIEDAD PIBAS SPA;77672541-2;77672541-2;77672541-2;0300024685;000020;20230830;LI_COM_HUERTO_HSJF;LIMON COMERCIAL HSJF;LIMON;0500028091;0700020996;CHLIEU1998;4901396450;77672541-2;917.500 ;9.1750000000000000E+02;9.1750000000000000E+02;114688.00 ;133.73 ;1.3372999999999999E+02;1.1468800000000000E+05;917.500 ;917.500 ;9.1750000000000000E+02;9.1750000000000000E+02;0.00 ;0.00 ;-8.5760000000000002E+02;77672541-2;01;SOCIEDAD PIBAS SPA;SOCIEDAD PIBAS SPA;1.2500000000000000E+02
